TPW: TPO: TPIO: TPD: TPG
x x x x 1 
x x x x 0 
x x x x 1 
x x x x 2 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 1 
x x x x 0 
x x x x 1 
x x x x 1 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 2 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
TPW: TPO: TPIO: TPD: TPG
0 0 174906 45118 4239 
3539 45337 85492 45146 4297 
3523 45101 56041 45376 4132 
3528 45270 40793 45558 4019 
3433 45458 32487 45144 3995 
3571 45062 26080 45035 3837 
3489 45683 22036 45154 3720 
3474 45200 18735 45089 3636 
3456 45212 16410 45584 3505 
3443 45006 14168 45321 3414 
3568 45196 12792 x 3352 
3450 x 11512 x 3265 
3532 x 10201 x 3225 
3378 x 9294 x 3036 
3511 x 8286 x 3128 
3541 x 7635 x 2905 
3535 x 7081 x 2898 
3441 x 6365 x 2882 
3459 x 6001 x 2675 
3514 x 5423 x 2723 
3560 x 4953 x 2698 
3467 x 4488 x 2530 
3471 x 4270 x 2534 
3595 x 3980 x 2453 
3613 x 3664 x 2367 
3418 x 3359 x 2328 
3577 x 3029 x 2175 
3532 x 2865 x 2182 
3540 x 2640 x 2126 
3493 x 2512 x 2072 
3575 x 2242 x 2074 
3388 x 2030 x 2068 
3398 x 1986 x 1873 
3498 x 1709 x 1868 
3502 x 1638 x 1817 
3420 x 1470 x 1819 
3462 x 1331 x 1740 
3491 x 1188 x 1661 
3528 x 1111 x 1672 
3547 x 927 x 1677 
3507 x 879 x 1644 
3584 x 681 x 1566 
3583 x 641 x 1494 
3352 x 564 x 1456 
3375 x 425 x 1433 
3596 x 364 x 1402 
3453 x 327 x 1314 
3531 x 236 x 1321 
3500 x 125 x 1327 
3528 x 62 x 1299 
0 x x x 1210 
x x x x 1210 
x x x x 1184 
x x x x 1184 
x x x x 1121 
x x x x 1073 
x x x x 1076 
x x x x 1007 
x x x x 1066 
x x x x 983 
x x x x 889 
x x x x 897 
x x x x 854 
x x x x 891 
x x x x 903 
x x x x 883 
x x x x 819 
x x x x 833 
x x x x 759 
x x x x 796 
x x x x 792 
x x x x 670 
x x x x 681 
x x x x 766 
x x x x 609 
x x x x 695 
x x x x 655 
x x x x 545 
x x x x 637 
x x x x 600 
x x x x 567 
x x x x 585 
x x x x 536 
x x x x 542 
x x x x 536 
x x x x 497 
x x x x 500 
x x x x 505 
x x x x 486 
x x x x 469 
x x x x 472 
x x x x 466 
x x x x 416 
x x x x 400 
x x x x 413 
x x x x 426 
x x x x 399 
x x x x 385 
x x x x 355 
x x x x 356 
x x x x 343 
x x x x 338 
x x x x 358 
x x x x 309 
x x x x 318 
x x x x 311 
x x x x 296 
x x x x 303 
x x x x 294 
x x x x 279 
x x x x 300 
x x x x 269 
x x x x 259 
x x x x 283 
x x x x 252 
x x x x 259 
x x x x 232 
x x x x 235 
x x x x 227 
x x x x 230 
x x x x 228 
x x x x 214 
x x x x 192 
x x x x 188 
x x x x 193 
x x x x 189 
x x x x 202 
x x x x 187 
x x x x 180 
x x x x 177 
x x x x 156 
x x x x 153 
x x x x 164 
x x x x 169 
x x x x 150 
x x x x 146 
x x x x 149 
x x x x 133 
x x x x 147 
x x x x 131 
x x x x 120 
x x x x 127 
x x x x 125 
x x x x 127 
x x x x 109 
x x x x 112 
x x x x 122 
x x x x 116 
x x x x 91 
x x x x 107 
x x x x 94 
x x x x 95 
x x x x 87 
x x x x 83 
x x x x 78 
x x x x 89 
x x x x 101 
x x x x 77 
x x x x 86 
x x x x 69 
x x x x 77 
x x x x 68 
x x x x 87 
x x x x 70 
x x x x 74 
x x x x 70 
x x x x 71 
x x x x 60 
x x x x 66 
x x x x 60 
x x x x 66 
x x x x 60 
x x x x 68 
x x x x 59 
x x x x 62 
x x x x 58 
x x x x 52 
x x x x 62 
x x x x 54 
x x x x 40 
x x x x 41 
x x x x 47 
x x x x 51 
x x x x 49 
x x x x 33 
x x x x 44 
x x x x 46 
x x x x 33 
x x x x 49 
x x x x 46 
x x x x 37 
x x x x 44 
x x x x 35 
x x x x 37 
x x x x 25 
x x x x 37 
x x x x 35 
x x x x 27 
x x x x 29 
x x x x 30 
x x x x 33 
x x x x 28 
x x x x 30 
x x x x 25 
x x x x 32 
x x x x 29 
x x x x 24 
x x x x 27 
x x x x 38 
x x x x 23 
x x x x 28 
x x x x 20 
x x x x 17 
x x x x 29 
x x x x 18 
x x x x 20 
x x x x 22 
x x x x 12 
x x x x 11 
x x x x 16 
x x x x 18 
x x x x 14 
x x x x 18 
x x x x 14 
x x x x 17 
x x x x 14 
x x x x 17 
x x x x 17 
x x x x 11 
x x x x 15 
x x x x 20 
x x x x 10 
x x x x 17 
x x x x 11 
x x x x 13 
x x x x 10 
x x x x 13 
x x x x 8 
x x x x 8 
x x x x 15 
x x x x 9 
x x x x 5 
x x x x 6 
x x x x 7 
x x x x 10 
x x x x 9 
x x x x 7 
x x x x 6 
x x x x 6 
x x x x 7 
x x x x 10 
x x x x 10 
x x x x 5 
x x x x 4 
x x x x 10 
x x x x 5 
x x x x 9 
x x x x 11 
x x x x 9 
x x x x 17 
x x x x 8 
x x x x 6 
x x x x 2 
x x x x 11 
x x x x 4 
x x x x 7 
x x x x 5 
x x x x 7 
x x x x 7 
x x x x 3 
x x x x 6 
x x x x 3 
x x x x 9 
x x x x 3 
x x x x 8 
x x x x 7 
x x x x 4 
x x x x 4 
x x x x 9 
x x x x 3 
x x x x 5 
x x x x 3 
x x x x 5 
x x x x 3 
x x x x 2 
x x x x 4 
x x x x 2 
x x x x 7 
x x x x 5 
x x x x 3 
x x x x 6 
x x x x 3 
x x x x 2 
x x x x 3 
x x x x 5 
x x x x 1 
x x x x 1 
x x x x 2 
x x x x 2 
x x x x 4 
x x x x 2 
x x x x 1 
x x x x 1 
x x x x 2 
x x x x 4 
x x x x 2 
x x x x 6 
x x x x 3 
x x x x 4 
x x x x 2 
x x x x 2 
x x x x 1 
x x x x 0 
x x x x 2 
x x x x 2 
x x x x 2 
x x x x 2 
x x x x 3 
x x x x 1 
x x x x 1 
x x x x 3 
x x x x 4 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 2 
x x x x 1 
x x x x 1 
x x x x 2 
x x x x 2 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 3 
x x x x 2 
x x x x 0 
x x x x 3 
x x x x 1 
x x x x 0 
x x x x 5 
x x x x 0 
x x x x 3 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 1 
x x x x 2 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 2 
x x x x 0 
x x x x 0 
x x x x 2 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 1 
x x x x 0 
x x x x 1 
x x x x 1 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 2 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 2 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
TPW: TPO: TPIO: TPD: TPG
0 0 209677 54113 5076 
4293 54379 102428 54129 5202 
4203 54125 67202 54299 4934 
4254 54474 49009 54484 4802 
4147 54432 38826 54128 4775 
4277 53998 31387 53979 4562 
4191 54609 26387 54316 4447 
4172 54117 22464 54001 4321 
4165 54107 19664 54719 4208 
4181 53996 17032 54165 4125 
4234 54096 15203 x 4071 
4096 x 13735 x 3903 
4220 x 12259 x 3860 
4105 x 11143 x 3653 
4190 x 9967 x 3744 
4220 x 9114 x 3472 
4206 x 8444 x 3491 
4104 x 7623 x 3410 
4113 x 7182 x 3250 
4252 x 6513 x 3254 
4267 x 5928 x 3219 
4171 x 5442 x 3065 
4156 x 5105 x 3058 
4261 x 4762 x 2935 
4338 x 4386 x 2821 
4105 x 4007 x 2763 
4265 x 3670 x 2655 
4238 x 3450 x 2611 
4244 x 3156 x 2546 
